"class","manufacturer","model","displ","cyl","trans","drv","cty","hwy","fl","G","T","S","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l","eng.dscr","trans.dscr","year","vpc","bidx","x5c","eng.dscr.1","eng.dscr.2"
"midsize cars","chevrolet","malibu",3.5,6,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,101,15,NA,NA," ","clkup ",2004,2,121,NA,NA,NA
"midsize cars","chevrolet","monte carlo",3.4,6,"auto(l4)","f",18,29,"r",FALSE,FALSE,FALSE,98,16,NA,NA,NA,NA," ","clkup ",2004,2,107,NA,NA,NA
"midsize cars","chevrolet","monte carlo",3.8,6,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,98,16,NA,NA,NA,NA," ","clkup ",2004,2,102,NA,NA,NA
"midsize cars","chevrolet","monte carlo",3.8,6,"auto(l4)","f",16,26,"p",FALSE,FALSE,TRUE,98,16,NA,NA,NA,NA,"sc","clkup ",2004,2,101,NA,NA,NA
"midsize cars","chrysler","sebring 4-dr",2.4,4,"auto(l4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA," ","clkup ",2004,4,20,NA,NA,NA
"midsize cars","chrysler","sebring 4-dr",2.7,6,"auto(l4)","f",14,19,"e",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA,"e85 270","clkup ",2004,4,41,NA,NA,NA
"midsize cars","chrysler","sebring 4-dr",2.7,6,"auto(l4)","f",14,19,"e",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA,"e85 270","2mode clkup ",2004,4,41,NA,NA,NA
"midsize cars","chrysler","sebring 4-dr",2.7,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA,"gas 390","clkup ",2004,4,40,NA,NA,NA
"midsize cars","chrysler","sebring 4-dr",2.7,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA,"gas 390","2mode clkup ",2004,4,40,NA,NA,NA
"midsize cars","daewoo","daewoo magnus",2.5,6,"auto(a4)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,101,13,NA,NA," ","ems ",2004,2,1,NA,NA,NA
"midsize cars","dodge","stratus 4-dr",2.4,4,"auto(l4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA," ","clkup ",2004,4,20,NA,NA,NA
"midsize cars","dodge","stratus 4-dr",2.7,6,"auto(l4)","f",14,19,"e",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA,"e85 270","clkup ",2004,4,41,NA,NA,NA
"midsize cars","dodge","stratus 4-dr",2.7,6,"auto(l4)","f",14,19,"e",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA,"e85 270","2mode clkup ",2004,4,41,NA,NA,NA
"midsize cars","dodge","stratus 4-dr",2.7,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA,"gas 390","clkup ",2004,4,40,NA,NA,NA
"midsize cars","dodge","stratus 4-dr",2.7,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA,"gas 390","2mode clkup ",2004,4,40,NA,NA,NA
"midsize cars","dodge","stratus 4-dr",2.7,6,"manual(m5)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,94,16,NA,NA," ","",2004,4,31,NA,NA,NA
"midsize cars","honda","accord",2.4,4,"auto(l5)","f",21,31,"r",FALSE,FALSE,FALSE,91,13,103,14,NA,NA," ","clkup ",2004,4,50,NA,NA,NA
"midsize cars","honda","accord",2.4,4,"manual(m5)","f",23,31,"r",FALSE,FALSE,FALSE,91,13,103,14,NA,NA," ","",2004,4,50,NA,NA,NA
"midsize cars","honda","accord",3,6,"auto(l5)","f",18,27,"r",FALSE,FALSE,FALSE,91,13,103,14,NA,NA,"sohc","clkup ",2004,4,60,NA,NA,NA
"midsize cars","honda","accord",3,6,"manual(m6)","f",18,27,"r",FALSE,FALSE,FALSE,91,13,103,14,NA,NA,"sohc","",2004,4,60,NA,NA,NA
"midsize cars","hyundai","elantra",2,4,"manual(m5)","f",23,31,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,95,20," ","",2004,4,14,NA,NA,NA
"midsize cars","hyundai","sonata",2.4,4,"auto(l4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,100,13,NA,NA," ","2mode clkup ",2004,4,4,NA,NA,NA
"midsize cars","hyundai","sonata",2.4,4,"manual(m5)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,100,13,NA,NA," ","",2004,4,4,NA,NA,NA
"midsize cars","hyundai","sonata",2.7,6,"auto(l4)","f",17,25,"r",FALSE,FALSE,FALSE,NA,NA,100,13,NA,NA," ","2mode clkup ",2004,4,5,NA,NA,NA
"midsize cars","hyundai","sonata",2.7,6,"manual(m5)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,100,13,NA,NA," ","",2004,4,5,NA,NA,NA
"midsize cars","hyundai","xg350",3.5,6,"auto(l5)","f",15,24,"r",FALSE,FALSE,FALSE,NA,NA,103,15,NA,NA," ","clkup ",2004,4,1,NA,NA,NA
"midsize cars","infiniti","i35",3.5,6,"auto(l4)","f",17,24,"r",FALSE,FALSE,FALSE,NA,NA,100,15,NA,NA," ","clkup ",2004,4,22,NA,NA,NA
"midsize cars","infiniti","q45",4.5,8,"auto(s5)","r",15,21,"p",FALSE,FALSE,FALSE,NA,NA,102,14,NA,NA," ","clkup ",2004,4,31,NA,NA,NA
"midsize cars","jaguar","jaguar s-type 3.0 litre",3,6,"auto(l6)","r",16,24,"p",FALSE,FALSE,FALSE,NA,NA,98,12,NA,NA," ","2mode clkup ",2004,4,301,NA,NA,NA
"midsize cars","jaguar","jaguar s-type 3.0 litre",3,6,"manual(m5)","r",16,24,"p",FALSE,FALSE,FALSE,NA,NA,98,12,NA,NA," ","",2004,4,302,NA,NA,NA
"midsize cars","jaguar","jaguar s-type 4.2 litre",4.2,8,"auto(l6)","r",16,26,"p",FALSE,FALSE,FALSE,NA,NA,98,12,NA,NA," ","2mode clkup ",2004,4,90,NA,NA,NA
"midsize cars","jaguar","jaguar s-type r",4.2,8,"auto(l6)","r",15,22,"p",FALSE,FALSE,TRUE,NA,NA,98,12,NA,NA," ","2mode clkup ",2004,4,95,NA,NA,NA
"midsize cars","kia","kia spectra",2,4,"auto(l4)","f",21,31,"r",FALSE,FALSE,FALSE,NA,NA,97,12,98,18," ","clkup ",2004,4,9,NA,NA,NA
"midsize cars","kia","kia spectra",2,4,"manual(m5)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,97,12,98,18," ","",2004,4,9,NA,NA,NA
"midsize cars","kia","optima",2.4,4,"auto(l4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,100,13,NA,NA," ","2mode clkup ",2004,4,2,NA,NA,NA
"midsize cars","kia","optima",2.4,4,"manual(m5)","f",21,27,"r",FALSE,FALSE,FALSE,NA,NA,100,13,NA,NA," ","",2004,4,2,NA,NA,NA
"midsize cars","kia","optima",2.7,6,"auto(l4)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,100,13,NA,NA," ","2mode clkup ",2004,4,3,NA,NA,NA
"midsize cars","kia","optima",2.7,6,"manual(m5)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,100,13,NA,NA," ","",2004,4,3,NA,NA,NA
"midsize cars","lexus","es 330",3.3,6,"auto(l5)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,96,15,NA,NA," ","clkup ",2004,4,15,NA,NA,NA
"midsize cars","lexus","gs 300/gs 430",3,6,"auto(s5)","r",16,23,"p",FALSE,FALSE,FALSE,NA,NA,100,15,NA,NA," ","2mode clkup ",2004,4,18,NA,NA,NA
"midsize cars","lexus","gs 300/gs 430",4.3,8,"auto(l5)","r",16,21,"p",FALSE,FALSE,FALSE,NA,NA,100,15,NA,NA," ","2mode clkup ",2004,4,21,NA,NA,NA
"midsize cars","lincoln-mercury","ls",3,6,"auto(l5)","r",18,24,"p",FALSE,FALSE,FALSE,NA,NA,104,13,NA,NA," ","clkup ",2004,4,400,NA,NA,NA
"midsize cars","lincoln-mercury","ls",3,6,"auto(s5)","r",18,25,"p",FALSE,FALSE,FALSE,NA,NA,104,13,NA,NA," ","clkup ",2004,4,406,NA,NA,NA
"midsize cars","lincoln-mercury","ls",3.9,8,"auto(l5)","r",15,21,"p",FALSE,FALSE,FALSE,NA,NA,104,13,NA,NA," ","clkup ",2004,4,407,NA,NA,NA
"midsize cars","lincoln-mercury","ls",3.9,8,"auto(s5)","r",15,22,"p",FALSE,FALSE,FALSE,NA,NA,104,13,NA,NA," ","clkup ",2004,4,408,NA,NA,NA
"midsize cars","lincoln-mercury","sable",3,6,"auto(l4)","f",17,24,"r",FALSE,FALSE,FALSE,NA,NA,102,16,NA,NA,"2-valve","clkup ",2004,2,300,NA,NA,NA
"midsize cars","lincoln-mercury","sable",3,6,"auto(l4)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,102,16,NA,NA,"4-valve","clkup ",2004,4,302,NA,NA,NA
"midsize cars","lincoln-mercury","sable",3,6,"auto(l4)","f",14,19,"e",FALSE,FALSE,FALSE,NA,NA,102,16,NA,NA,"rng=310","clkup ",2004,2,305,NA,NA,NA
"midsize cars","lincoln-mercury","sable",3,6,"auto(l4)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,102,16,NA,NA,"rng=400","clkup ",2004,2,303,NA,NA,NA
"midsize cars","mazda","mazda 6",2.3,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,96,15,96,22," ","",2004,4,3,NA,NA,NA
"midsize cars","mazda","mazda 6",2.3,4,"auto(s4)","f",19,26,"r",FALSE,FALSE,FALSE,NA,NA,96,15,96,22," ","dc/fw",2004,4,3,NA,NA,NA
"midsize cars","mazda","mazda 6",3,6,"manual(m5)","f",17,24,"r",FALSE,FALSE,FALSE,NA,NA,96,15,96,22," ","",2004,4,4,NA,NA,NA
"midsize cars","mazda","mazda 6",3,6,"auto(s5)","f",17,24,"r",FALSE,FALSE,FALSE,NA,NA,96,15,96,22," ","dc/fw",2004,4,4,NA,NA,NA
"midsize cars","mercedes-benz","e320",3.2,6,"auto(l5)","r",17,25,"p",FALSE,FALSE,FALSE,NA,NA,97,14,NA,NA," ","ems 2mode clkup",2004,3,602,NA,NA,NA
"midsize cars","mercedes-benz","e320 4matic",3.2,6,"auto(l5)","4",16,22,"p",FALSE,FALSE,FALSE,NA,NA,97,14,NA,NA," ","ems 2mode clkup",2004,3,623,NA,NA,NA
"midsize cars","mercedes-benz","e500",5,8,"auto(l7)","r",15,22,"p",TRUE,FALSE,FALSE,NA,NA,97,14,NA,NA," ","ems 2mode clkup",2004,3,604,NA,NA,NA
"midsize cars","mercedes-benz","e500 4matic",5,8,"auto(l5)","4",15,19,"p",TRUE,FALSE,FALSE,NA,NA,97,14,NA,NA," ","ems 2mode clkup",2004,3,605,NA,NA,NA
"midsize cars","mercedes-benz","e55 amg",5.4,8,"auto(s5)","r",13,20,"p",TRUE,FALSE,TRUE,NA,NA,97,14,NA,NA," ","ems 2mode clkup",2004,3,625,NA,NA,NA
"midsize cars","mitsubishi","diamante sedan",3.5,6,"auto(l4)","f",15,23,"p",FALSE,FALSE,FALSE,NA,NA,96,14,NA,NA,"sohc","cmode clkup ",2004,4,50,NA,NA,NA
"midsize cars","mitsubishi","diamante sedan",3.5,6,"auto(s4)","f",15,23,"p",FALSE,FALSE,FALSE,NA,NA,96,14,NA,NA,"sohc","2mode clkup ",2004,4,50,NA,NA,NA
"midsize cars","mitsubishi","galant",2.4,4,"auto(l4)","f",21,27,"r",FALSE,FALSE,FALSE,NA,NA,101,13,NA,NA,"sohc","cmode clkup ",2004,4,31,NA,NA,NA
"midsize cars","mitsubishi","galant",3.8,6,"auto(s4)","f",17,25,"p",FALSE,FALSE,FALSE,NA,NA,101,13,NA,NA,"sohc","2mode clkup ",2004,4,32,NA,NA,NA
"midsize cars","nissan","altima",2.5,4,"auto(l4)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,103,16,NA,NA," ","clkup ",2004,4,12,NA,NA,NA
"midsize cars","nissan","altima",2.5,4,"manual(m5)","f",21,27,"r",FALSE,FALSE,FALSE,NA,NA,103,16,NA,NA," ","",2004,4,12,NA,NA,NA
"midsize cars","nissan","altima",3.5,6,"auto(l4)","f",17,24,"r",FALSE,FALSE,FALSE,NA,NA,103,16,NA,NA," ","clkup ",2004,4,21,NA,NA,NA
"midsize cars","nissan","altima",3.5,6,"manual(m5)","f",18,24,"r",FALSE,FALSE,FALSE,NA,NA,103,16,NA,NA," ","",2004,4,21,NA,NA,NA
"midsize cars","nissan","maxima",3.5,6,"auto(l4)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,104,16,NA,NA," ","clkup ",2004,4,25,NA,NA,NA
"midsize cars","nissan","maxima",3.5,6,"manual(m6)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,104,16,NA,NA," ","",2004,4,25,NA,NA,NA
"midsize cars","nissan","maxima",3.5,6,"auto(s5)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,104,16,NA,NA," ","clkup ",2004,4,25,NA,NA,NA
"midsize cars","pontiac","grand prix",3.8,6,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,NA,NA,97,16,NA,NA," ","clkup ",2004,2,102,NA,NA,NA
"midsize cars","pontiac","grand prix",3.8,6,"auto(l4)","f",16,25,"p",FALSE,FALSE,TRUE,NA,NA,97,16,NA,NA,"2-mode","clkup ",2004,2,106,NA,NA,NA
"midsize cars","pontiac","grand prix",3.8,6,"auto(l4)","f",16,26,"p",FALSE,FALSE,TRUE,NA,NA,97,16,NA,NA,"sc","clkup ",2004,2,101,NA,NA,NA
"midsize cars","rolls-royce","phantom",6.7,12,"auto(s6)","r",11,17,"p",TRUE,FALSE,FALSE,NA,NA,103,14,NA,NA," ","2mode clkup ",2004,4,67,NA,NA,NA
"midsize cars","saab","saab 9-5",2.3,4,"manual(m5)","f",18,27,"r",FALSE,TRUE,FALSE,NA,NA,96,16,NA,NA,"b235l","sil ",2004,4,318,NA,NA,NA
"midsize cars","saab","saab 9-5",2.3,4,"manual(m5)","f",18,26,"p",FALSE,TRUE,FALSE,NA,NA,96,16,NA,NA,"b235r","sil ",2004,4,319,NA,NA,NA
"midsize cars","saab","saab 9-5",2.3,4,"auto(s5)","f",17,26,"r",FALSE,TRUE,FALSE,NA,NA,96,16,NA,NA,"b235l","2mode clkup ",2004,4,305,NA,NA,NA
"midsize cars","saab","saab 9-5",2.3,4,"auto(s5)","f",17,26,"p",FALSE,TRUE,FALSE,NA,NA,96,16,NA,NA,"b235r","2mode clkup ",2004,4,304,NA,NA,NA
"midsize cars","saturn","l300",2.2,4,"auto(l4)","f",21,31,"r",FALSE,FALSE,FALSE,NA,NA,97,18,NA,NA," ","clkup ",2004,4,113,NA,NA,NA
"midsize cars","saturn","l300",3,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,97,18,NA,NA," ","clkup ",2004,4,120,NA,NA,NA
"midsize cars","suzuki","suzuki verona",2.5,6,"auto(a4)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,101,13,NA,NA," ","ems ",2004,2,1,NA,NA,NA
"midsize cars","toyota","camry",2.4,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,102,17,NA,NA," ","clkup ",2004,4,12,NA,NA,NA
"midsize cars","toyota","camry",2.4,4,"manual(m5)","f",21,30,"r",FALSE,FALSE,FALSE,NA,NA,102,17,NA,NA," ","",2004,4,12,NA,NA,NA
"midsize cars","toyota","camry",3,6,"auto(l5)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,102,17,NA,NA," ","clkup ",2004,4,13,NA,NA,NA
"midsize cars","toyota","camry",3.3,6,"auto(l5)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,102,17,NA,NA," ","clkup ",2004,4,15,NA,NA,NA
"midsize cars","toyota","prius",1.5,4,"auto(av)","f",48,45,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,96,16," ","",2004,4,8,NA,NA,NA
"midsize cars","volkswagen","passat",1.8,4,"manual(m5)","f",19,29,"p",FALSE,TRUE,FALSE,NA,NA,95,15,NA,NA," ","",2004,5,4,NA,NA,NA
"midsize cars","volkswagen","passat",1.8,4,"auto(s5)","f",18,27,"p",FALSE,TRUE,FALSE,NA,NA,95,15,NA,NA," ","2mode clkup ",2004,5,4,NA,NA,NA
"midsize cars","volkswagen","passat",2.8,6,"manual(m5)","f",18,26,"p",FALSE,FALSE,FALSE,NA,NA,95,15,NA,NA," ","",2004,5,2,NA,NA,NA
"midsize cars","volkswagen","passat",2.8,6,"auto(s5)","f",17,25,"p",FALSE,FALSE,FALSE,NA,NA,95,15,NA,NA," ","2mode clkup ",2004,5,2,NA,NA,NA
"midsize cars","volvo","s80 awd",2.5,5,"auto(l5)","4",18,25,"p",FALSE,TRUE,FALSE,NA,NA,99,15,NA,NA," ","clkup ",2004,4,3,NA,NA,NA
"midsize cars","volvo","s80/s80 premier",2.5,5,"auto(l5)","f",18,26,"p",FALSE,TRUE,FALSE,NA,NA,99,15,NA,NA," ","clkup ",2004,4,3,NA,NA,NA
"midsize cars","volvo","s80/s80 premier",2.9,6,"auto(l4)","f",18,26,"p",FALSE,FALSE,FALSE,NA,NA,99,15,NA,NA," ","clkup ",2004,4,5,NA,NA,NA
"midsize cars","volvo","s80/s80 premier",2.9,6,"auto(s4)","f",17,24,"p",FALSE,TRUE,FALSE,NA,NA,99,15,NA,NA," ","2mode clkup ",2004,4,6,NA,NA,NA
"large cars","audi","a8 l",4.2,8,"auto(s6)","4",15,22,"p",FALSE,FALSE,FALSE,NA,NA,107,15,NA,NA," ","3mode clkup ",2004,5,10,NA,NA,NA
"large cars","bentley","bentley arnage lwb",6.8,8,"auto(l4)","r",9,13,"p",TRUE,TRUE,FALSE,NA,NA,111,13,NA,NA," ","ems 2mode clkup",2004,2,1,NA,NA,NA
"large cars","bmw","745i",4.4,8,"auto(s6)","r",16,24,"p",FALSE,FALSE,FALSE,NA,NA,104,18,NA,NA," ","3mode clkup ",2004,4,44,NA,NA,NA
"large cars","bmw","745li",4.4,8,"auto(s6)","r",16,24,"p",FALSE,FALSE,FALSE,NA,NA,105,18,NA,NA," ","3mode clkup ",2004,4,44,NA,NA,NA
"large cars","bmw","760li",6,12,"auto(s6)","r",14,21,"p",TRUE,FALSE,FALSE,NA,NA,105,18,NA,NA," ","3mode clkup ",2004,4,60,NA,NA,NA
"large cars","buick","lesabre",3.8,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,107,18,NA,NA," ","clkup ",2004,2,123,NA,NA,NA
"large cars","buick","park avenue",3.8,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,111,19,NA,NA," ","clkup ",2004,2,123,NA,NA,NA
"large cars","buick","park avenue",3.8,6,"auto(l4)","f",16,26,"p",FALSE,FALSE,TRUE,NA,NA,111,19,NA,NA,"sc","clkup ",2004,2,101,NA,NA,NA
"large cars","cadillac","armored deville",4.6,8,"auto(l4)","f",13,19,"r",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA," ","clkup ",2004,4,140,NA,NA,NA
"large cars","cadillac","deville",4.6,8,"auto(l4)","f",16,24,"r",FALSE,FALSE,FALSE,NA,NA,115,19,NA,NA," ","clkup ",2004,4,128,NA,NA,NA
"large cars","cadillac","deville",4.6,8,"auto(l4)","f",16,24,"r",FALSE,FALSE,FALSE,NA,NA,115,19,NA,NA,"sts/dts","clkup ",2004,4,129,NA,NA,NA
"large cars","cadillac","funeral coach/hearse",4.6,8,"auto(l4)","f",13,19,"r",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA," ","clkup ",2004,4,130,NA,NA,NA
"large cars","cadillac","limousine",4.6,8,"auto(l4)","f",14,20,"r",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA," ","clkup ",2004,4,130,NA,NA,NA
"large cars","chevrolet","impala",3.4,6,"auto(l4)","f",18,29,"r",FALSE,FALSE,FALSE,NA,NA,105,18,NA,NA," ","clkup ",2004,2,107,NA,NA,NA
"large cars","chevrolet","impala",3.8,6,"auto(l4)","f",18,27,"r",FALSE,FALSE,FALSE,NA,NA,105,18,NA,NA," ","clkup ",2004,2,102,NA,NA,NA
"large cars","chevrolet","impala",3.8,6,"auto(l4)","f",16,26,"p",FALSE,FALSE,TRUE,NA,NA,105,18,NA,NA,"sc","clkup ",2004,2,101,NA,NA,NA
"large cars","chevrolet","malibu maxx",3.5,6,"auto(l4)","f",19,27,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,105,23," ","clkup ",2004,2,121,NA,NA,NA
"large cars","chrysler","300 m",3.5,6,"auto(l4)","f",16,25,"r",FALSE,FALSE,FALSE,NA,NA,105,17,NA,NA," ","2mode clkup ",2004,4,50,NA,NA,NA
"large cars","chrysler","concorde/lhs",2.7,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,107,19,NA,NA," ","clkup ",2004,4,31,NA,NA,NA
"large cars","chrysler","concorde/lhs",3.5,6,"auto(l4)","f",17,25,"r",FALSE,FALSE,FALSE,NA,NA,107,19,NA,NA," ","clkup ",2004,4,50,NA,NA,NA
"large cars","dodge","intrepid",2.7,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,104,18,NA,NA," ","clkup ",2004,4,31,NA,NA,NA
"large cars","dodge","intrepid",3.5,6,"auto(l4)","f",17,25,"r",FALSE,FALSE,FALSE,NA,NA,104,18,NA,NA," ","clkup ",2004,4,50,NA,NA,NA
"large cars","dodge","intrepid",3.5,6,"auto(l4)","f",16,25,"r",FALSE,FALSE,FALSE,NA,NA,104,18,NA,NA," ","2mode clkup ",2004,4,50,NA,NA,NA
"large cars","ford","crown victoria",4.6,8,"auto(l4)","r",15,23,"r",FALSE,FALSE,FALSE,NA,NA,111,21,NA,NA," ","clkup ",2004,2,325,NA,NA,NA
"large cars","ford","crown victoria",4.6,8,"auto(l4)","r",11,17,"c",FALSE,FALSE,FALSE,NA,NA,111,21,NA,NA,"rng130/170","clkup ",2004,2,329,NA,NA,NA
"large cars","ford","taurus",3,6,"auto(l4)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,105,17,NA,NA," ","clkup ",2004,4,277,NA,NA,NA
"large cars","ford","taurus",3,6,"auto(l4)","f",17,24,"r",FALSE,FALSE,FALSE,NA,NA,105,17,NA,NA,"2-valve","clkup ",2004,2,275,NA,NA,NA
"large cars","ford","taurus",3,6,"auto(l4)","f",14,19,"e",FALSE,FALSE,FALSE,NA,NA,105,17,NA,NA,"rng=310","clkup ",2004,2,289,NA,NA,NA
"large cars","ford","taurus",3,6,"auto(l4)","f",18,25,"r",FALSE,FALSE,FALSE,NA,NA,105,17,NA,NA,"rng=400","clkup ",2004,2,287,NA,NA,NA
"large cars","jaguar","jaguar vdp    4.2 litre",4.2,8,"auto(l6)","r",16,26,"p",FALSE,FALSE,FALSE,NA,NA,105,16,NA,NA," ","2mode clkup ",2004,4,35,NA,NA,NA
"large cars","jaguar","jaguar xj8    4.2 litre",4.2,8,"auto(l6)","r",16,26,"p",FALSE,FALSE,FALSE,NA,NA,105,16,NA,NA," ","2mode clkup ",2004,4,30,NA,NA,NA
"large cars","jaguar","jaguar xjr    4.2 litre",4.2,8,"auto(l6)","r",15,22,"p",FALSE,FALSE,TRUE,NA,NA,105,16,NA,NA," ","2mode clkup ",2004,4,50,NA,NA,NA
"large cars","kia","amanti",3.5,6,"auto(l5)","f",15,23,"r",FALSE,FALSE,FALSE,NA,NA,105,15,NA,NA," ","2mode clkup ",2004,4,7,NA,NA,NA
"large cars","lexus","ls 430",4.3,8,"auto(s6)","r",16,23,"p",FALSE,FALSE,FALSE,NA,NA,107,16,NA,NA," ","2mode clkup ",2004,4,20,NA,NA,NA
"large cars","lincoln-mercury","grand marquis",4.6,8,"auto(l4)","r",15,23,"r",FALSE,FALSE,FALSE,NA,NA,109,21,NA,NA," ","clkup ",2004,2,350,NA,NA,NA
"large cars","lincoln-mercury","marauder",4.6,8,"auto(l4)","r",15,21,"p",FALSE,FALSE,FALSE,NA,NA,109,21,NA,NA," ","clkup ",2004,4,351,NA,NA,NA
"large cars","lincoln-mercury","town car",4.6,8,"auto(l4)","r",15,23,"r",FALSE,FALSE,FALSE,NA,NA,112,21,NA,NA," ","clkup ",2004,2,425,NA,NA,NA
"large cars","mercedes-benz","maybach 57",5.5,12,"auto(l5)","r",11,16,"p",TRUE,TRUE,FALSE,NA,NA,112,15,NA,NA," ","ems 2mode clkup",2004,3,78,NA,NA,NA
"large cars","mercedes-benz","maybach 62",5.5,12,"auto(l5)","r",11,16,"p",TRUE,TRUE,FALSE,NA,NA,114,15,NA,NA," ","ems 2mode clkup",2004,3,178,NA,NA,NA
"large cars","mercedes-benz","s430",4.3,8,"auto(l7)","r",16,24,"p",FALSE,FALSE,FALSE,NA,NA,106,15,NA,NA," ","ems 2mode clkup",2004,3,610,NA,NA,NA
"large cars","mercedes-benz","s430 4matic",4.3,8,"auto(l5)","4",15,20,"p",TRUE,FALSE,FALSE,NA,NA,106,15,NA,NA," ","ems 2mode clkup",2004,3,611,NA,NA,NA
"large cars","mercedes-benz","s500",5,8,"auto(l7)","r",15,22,"p",TRUE,FALSE,FALSE,NA,NA,106,15,NA,NA," ","ems 2mode clkup",2004,3,613,NA,NA,NA
"large cars","mercedes-benz","s500 4matic",5,8,"auto(l5)","4",15,20,"p",TRUE,FALSE,FALSE,NA,NA,106,15,NA,NA," ","ems 2mode clkup",2004,3,612,NA,NA,NA
"large cars","mercedes-benz","s55 amg",5.4,8,"auto(s5)","r",13,20,"p",TRUE,FALSE,TRUE,NA,NA,106,15,NA,NA," ","ems 2mode clkup",2004,3,624,NA,NA,NA
"large cars","mercedes-benz","s600",5.5,12,"auto(l5)","r",11,17,"p",TRUE,TRUE,FALSE,NA,NA,106,15,NA,NA," ","ems 2mode clkup",2004,3,700,NA,NA,NA
"large cars","pontiac","bonneville",3.8,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,104,16,NA,NA," ","clkup ",2004,2,123,NA,NA,NA
"large cars","pontiac","bonneville",3.8,6,"auto(l4)","f",16,26,"p",FALSE,FALSE,TRUE,NA,NA,104,16,NA,NA,"sc","clkup ",2004,2,101,NA,NA,NA
"large cars","pontiac","bonneville",4.6,8,"auto(l4)","f",15,22,"r",FALSE,FALSE,FALSE,NA,NA,104,16,NA,NA," ","clkup ",2004,4,128,NA,NA,NA
"large cars","toyota","avalon",3,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,106,16,NA,NA," ","clkup ",2004,4,14,NA,NA,NA
"large cars","volkswagen","phaeton",4.2,8,"auto(s6)","4",14,20,"p",TRUE,FALSE,FALSE,NA,NA,108,13,NA,NA," ","3mode clkup ",2004,5,5,NA,NA,NA
"large cars","volkswagen","phaeton",6,12,"auto(s5)","4",11,17,"p",TRUE,FALSE,FALSE,NA,NA,108,13,NA,NA," ","3mode clkup ",2004,4,10,NA,NA,NA
"small station wagons","audi","a4 avant quattro",1.8,4,"manual(m6)","4",18,27,"p",FALSE,TRUE,FALSE,NA,NA,91,28,NA,NA," ","",2004,5,17,NA,NA,NA
"small station wagons","audi","a4 avant quattro",1.8,4,"auto(s5)","4",18,26,"p",FALSE,TRUE,FALSE,NA,NA,91,28,NA,NA," ","3mode clkup ",2004,5,17,NA,NA,NA
